text,sentiment
"@user @user Every time I ""discuss"" with ""#prolife"" it reaffirms my belief that #antichoice are complete idiots. #SemST ",2
Women ARE capable of making decisions #SemST ,2
Oh you dont like that Im Pro-choice.  Pftt. Dont try to force me to be pro-life. Fuck off   #sorrynotsorry #SemST ,2
"#antichoice NEVER try to police men over sex, but punishing women puts  them into a frenzy. #SemST ",2
Anti choice laws only effect women.  People don't care about things that don't effect men #SemST ,2
People with a uterus can be pro choice. People who have been pregnant can be pro choice. People who lost a child can be prochoice #SemST ,2
"You can't give the ""death penalty"" to something not living sentient or autonomous #WarOnWomen #roe42 #reprohealth #SemST ",2
"@user if they made it illegal, people would use coat hangers, and your photos would really be messed up. #letdoctorsdoit #SemST ",2
"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"". #SemST ",2
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females  #SemST ,2
Anti-choice laws are entirely men controlling women  #SemST ,2
"A fetus is not living, breathing, born, sentient, or autonomous which is why the pregnant woman's choice matters more #SemST ",2
What about in cases of rape #SemST ,2
Only one can have bodily autonomy #SemST ,2
Antis don't care because the only people the laws are hurting are females and they don't care about things that don't effect men #SemST ,2
"Like 96% of antis don't care about breathing viable persons, and 100% care about embryos more #SemST ",2
Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment  #SemST ,2
This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored #SemST ,2
@user YOU CAN'T HANDLE THE TRUTH! People will always do it no matter the laws. #letdoctorsdoit #SemST ,2
"Not your uterus, not your choice--from conception on, it really is THAT simple! #fem2gen #YesAllWomen #SemST ",2
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights #SemST ,2
It is not Pro-Life if you ignore life of the pregnant woman; that includes physical/mental health.IsProLife #SemST ,2
@user 12. something you hate.  People who don't believe abortion should be kept safe and sterile. #SemST ,2
Would you rather have women taking dangerous concoctions to induce abortions or know they are getting a safe & legal one? #SemST ,2
I #DenounceHarper for refusing to include family planning in foreign aid even though spending $1 could save $6 #wherestheFP #SemST ,2
It very simple .. Let women choose.. #repealthe8th #notacriminal #SemST ,2
I cannot believe there are still people in this century who opposed to women having rights over their own bodies! #disgusted #SemST ,2
"We need more public funding for birth control, condoms and abortions, especially abortions. #budget2015 #Election2016 #SemST ",2
I will visit PEI when all women can get a lawful medical abortion on the island. #Cdnpoli #peipoli #womensrights #SemST ,2
@user if men were the ones that got preganant this would be a non issue in America #Bernie2016 #WomensRights #Solidarity #SemST ,2
Good thing I don't live in Kingston woulda started a riot by now with this 'pro-life' protest #SemST ,2
"Basically this documentary is ""You kill babies so we're going to kill you"" Lol the irony of pro-lifers. #aftertiller #SemST ",2
@user or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics! #SemST ,2
"Fallopians 3:16 ""Not your fuckin' pregnancy - not your fuckin' business!""  #SemST ",2
@user @user well said. Men are playing political football with women's right to have control over our bodies. #fail #SemST ,2
"@user Pregnant people have more than heartbeats. They have feelings, and the ability to make decisions about their health. #SemST ",2
@user abortions should never be illegal. It should be the pregnant person's choice. Especially if that person was rape #SemST ,2
